Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths),Total confirmed cases of COVID-19 (cases)
Afghanistan,AFG,"Dec 31, 2019",0,0
Afghanistan,AFG,"Jan 1, 2020",0,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",0,1
Afghanistan,AFG,"Feb 26, 2020",0,1
Afghanistan,AFG,"Feb 27, 2020",0,1
Afghanistan,AFG,"Feb 28, 2020",0,1
Afghanistan,AFG,"Feb 29, 2020",0,1
Afghanistan,AFG,"Mar 1, 2020",0,1
Afghanistan,AFG,"Mar 2, 2020",0,1
Afghanistan,AFG,"Mar 8, 2020",0,4
Afghanistan,AFG,"Mar 11, 2020",0,7
Afghanistan,AFG,"Mar 15, 2020",0,10
Afghanistan,AFG,"Mar 16, 2020",0,16
Afghanistan,AFG,"Mar 17, 2020",0,21
Afghanistan,AFG,"Mar 18, 2020",0,22
Afghanistan,AFG,"Mar 19, 2020",0,22
Afghanistan,AFG,"Mar 20, 2020",0,22
Afghanistan,AFG,"Mar 21, 2020",0,24
Afghanistan,AFG,"Mar 22, 2020",0,24
Afghanistan,AFG,"Mar 23, 2020",0,34
Afghanistan,AFG,"Mar 24, 2020",1,40
Afghanistan,AFG,"Mar 25, 2020",1,42
Afghanistan,AFG,"Mar 26, 2020",1,75
Afghanistan,AFG,"Mar 27, 2020",1,75
Afghanistan,AFG,"Mar 28, 2020",2,91
Afghanistan,AFG,"Mar 29, 2020",3,106
Afghanistan,AFG,"Mar 30, 2020",4,114
Afghanistan,AFG,"Mar 31, 2020",4,141
Afghanistan,AFG,"Apr 1, 2020",4,166
Afghanistan,AFG,"Apr 2, 2020",4,192
Afghanistan,AFG,"Apr 3, 2020",4,235
Afghanistan,AFG,"Apr 4, 2020",4,235
Afghanistan,AFG,"Apr 5, 2020",5,270
Afghanistan,AFG,"Apr 6, 2020",7,299
Afghanistan,AFG,"Apr 7, 2020",7,337
Afghanistan,AFG,"Apr 8, 2020",11,367
Afghanistan,AFG,"Apr 9, 2020",14,423
Afghanistan,AFG,"Apr 10, 2020",15,484
Afghanistan,AFG,"Apr 11, 2020",15,521
Afghanistan,AFG,"Apr 12, 2020",18,555
Afghanistan,AFG,"Apr 13, 2020",18,607
Afghanistan,AFG,"Apr 14, 2020",21,665
Afghanistan,AFG,"Apr 15, 2020",23,714
Afghanistan,AFG,"Apr 16, 2020",25,784
Afghanistan,AFG,"Apr 17, 2020",29,794
Afghanistan,AFG,"Apr 18, 2020",30,845
Afghanistan,AFG,"Apr 19, 2020",30,908
Afghanistan,AFG,"Apr 20, 2020",33,996
Afghanistan,AFG,"Apr 21, 2020",35,1031
Afghanistan,AFG,"Apr 22, 2020",36,1092
Afghanistan,AFG,"Apr 23, 2020",40,1176
Afghanistan,AFG,"Apr 24, 2020",42,1281
Afghanistan,AFG,"Apr 25, 2020",43,1351
Afghanistan,AFG,"Apr 26, 2020",47,1463
Afghanistan,AFG,"Apr 27, 2020",57,1531
Afghanistan,AFG,"Apr 28, 2020",57,1703
Afghanistan,AFG,"Apr 29, 2020",60,1827
Afghanistan,AFG,"Apr 30, 2020",60,1949
Afghanistan,AFG,"May 1, 2020",64,2171
Afghanistan,AFG,"May 2, 2020",68,2335
Afghanistan,AFG,"May 3, 2020",72,2469
Afghanistan,AFG,"May 4, 2020",85,2704
Afghanistan,AFG,"May 5, 2020",90,2894
Afghanistan,AFG,"May 6, 2020",95,3224
Afghanistan,AFG,"May 7, 2020",104,3392
Afghanistan,AFG,"May 8, 2020",106,3563
Afghanistan,AFG,"May 9, 2020",109,3778
Afghanistan,AFG,"May 10, 2020",115,4033
Afghanistan,AFG,"May 11, 2020",120,4402
Afghanistan,AFG,"May 12, 2020",122,4687
Afghanistan,AFG,"May 13, 2020",127,4967
Afghanistan,AFG,"May 14, 2020",130,5226
Afghanistan,AFG,"May 15, 2020",136,5339
Afghanistan,AFG,"May 16, 2020",168,6402
Afghanistan,AFG,"May 17, 2020",168,6402
Africa,,"Dec 31, 2019",0,0
Africa,,"Jan 1, 2020",0,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",0,1
Africa,,"Feb 16, 2020",0,1
Africa,,"Feb 17, 2020",0,1
Africa,,"Feb 18, 2020",0,1
Africa,,"Feb 19, 2020",0,1
Africa,,"Feb 20, 2020",0,1
Africa,,"Feb 21, 2020",0,1
Africa,,"Feb 22, 2020",0,1
Africa,,"Feb 23, 2020",0,1
Africa,,"Feb 24, 2020",0,1
Africa,,"Feb 25, 2020",0,1
Africa,,"Feb 26, 2020",0,2
Africa,,"Feb 27, 2020",0,2
Africa,,"Feb 28, 2020",0,3
Africa,,"Feb 29, 2020",0,3
Africa,,"Mar 1, 2020",0,5
Africa,,"Mar 2, 2020",0,6
Africa,,"Mar 3, 2020",0,9
Africa,,"Mar 4, 2020",0,11
Africa,,"Mar 5, 2020",0,20
Africa,,"Mar 6, 2020",0,29
Africa,,"Mar 7, 2020",0,43
Africa,,"Mar 8, 2020",0,44
Africa,,"Mar 9, 2020",1,83
Africa,,"Mar 10, 2020",1,95
Africa,,"Mar 11, 2020",1,105
Africa,,"Mar 12, 2020",2,118
Africa,,"Mar 13, 2020",4,159
Africa,,"Mar 14, 2020",5,202
Africa,,"Mar 15, 2020",6,239
Africa,,"Mar 16, 2020",8,324
Africa,,"Mar 17, 2020",8,402
Africa,,"Mar 18, 2020",12,494
Africa,,"Mar 19, 2020",16,633
Africa,,"Mar 20, 2020",17,744
Africa,,"Mar 21, 2020",24,975
Africa,,"Mar 22, 2020",35,1176
Africa,,"Mar 23, 2020",44,1389
Africa,,"Mar 24, 2020",52,1738
Africa,,"Mar 25, 2020",64,2203
Africa,,"Mar 26, 2020",72,2690
Africa,,"Mar 27, 2020",84,3278
Africa,,"Mar 28, 2020",103,3804
Africa,,"Mar 29, 2020",124,4124
Africa,,"Mar 30, 2020",143,4629
Africa,,"Mar 31, 2020",166,5137
Africa,,"Apr 1, 2020",189,5626
Africa,,"Apr 2, 2020",224,6248
Africa,,"Apr 3, 2020",256,6883
Africa,,"Apr 4, 2020",305,7508
Africa,,"Apr 5, 2020",379,8440
Africa,,"Apr 6, 2020",434,9175
Africa,,"Apr 7, 2020",477,9802
Africa,,"Apr 8, 2020",522,10524
Africa,,"Apr 9, 2020",573,11446
Africa,,"Apr 10, 2020",630,12280
Africa,,"Apr 11, 2020",691,12952
Africa,,"Apr 12, 2020",743,13666
Africa,,"Apr 13, 2020",789,14522
Africa,,"Apr 14, 2020",835,15291
Africa,,"Apr 15, 2020",876,16281
Africa,,"Apr 16, 2020",911,17243
Africa,,"Apr 17, 2020",965,18329
Africa,,"Apr 18, 2020",1016,19897
Africa,,"Apr 19, 2020",1057,21057
Africa,,"Apr 20, 2020",1120,22303
Africa,,"Apr 21, 2020",1155,23267
Africa,,"Apr 22, 2020",1189,24617
Africa,,"Apr 23, 2020",1232,25686
Africa,,"Apr 24, 2020",1286,27221
Africa,,"Apr 25, 2020",1334,29075
Africa,,"Apr 26, 2020",1378,30316
Africa,,"Apr 27, 2020",1415,31748
Africa,,"Apr 28, 2020",1470,33162
Africa,,"Apr 29, 2020",1524,34932
Africa,,"Apr 30, 2020",1591,36735
Africa,,"May 1, 2020",1635,38850
Africa,,"May 2, 2020",1690,40757
Africa,,"May 3, 2020",1760,42776
Africa,,"May 4, 2020",1799,44435
Africa,,"May 5, 2020",1845,47122
Africa,,"May 6, 2020",1914,49208
Africa,,"May 7, 2020",2011,51677
Africa,,"May 8, 2020",2078,54106
Africa,,"May 9, 2020",2155,57836
Africa,,"May 10, 2020",2223,60637
Africa,,"May 11, 2020",2290,63391
Africa,,"May 12, 2020",2347,66510
Africa,,"May 13, 2020",2403,69504
Africa,,"May 14, 2020",2490,72533
Africa,,"May 15, 2020",2563,75679
Africa,,"May 16, 2020",2634,78432
Africa,,"May 17, 2020",2699,81435
Albania,ALB,"Mar 9, 2020",0,2
Albania,ALB,"Mar 10, 2020",0,6
Albania,ALB,"Mar 11, 2020",0,10
Albania,ALB,"Mar 12, 2020",1,11
Albania,ALB,"Mar 13, 2020",1,23
Albania,ALB,"Mar 14, 2020",1,33
Albania,ALB,"Mar 15, 2020",1,38
Albania,ALB,"Mar 16, 2020",1,42
Albania,ALB,"Mar 17, 2020",1,51
Albania,ALB,"Mar 18, 2020",1,55
Albania,ALB,"Mar 19, 2020",2,59
Albania,ALB,"Mar 20, 2020",2,70
Albania,ALB,"Mar 21, 2020",2,70
Albania,ALB,"Mar 22, 2020",2,76
Albania,ALB,"Mar 23, 2020",2,89
Albania,ALB,"Mar 24, 2020",4,100
Albania,ALB,"Mar 25, 2020",5,123
Albania,ALB,"Mar 26, 2020",5,146
Albania,ALB,"Mar 27, 2020",6,174
Albania,ALB,"Mar 28, 2020",9,186
Albania,ALB,"Mar 29, 2020",10,197
Albania,ALB,"Mar 30, 2020",10,212
Albania,ALB,"Mar 31, 2020",12,223
Albania,ALB,"Apr 1, 2020",15,243
Albania,ALB,"Apr 2, 2020",15,259
Albania,ALB,"Apr 3, 2020",16,277
Albania,ALB,"Apr 4, 2020",17,304
Albania,ALB,"Apr 5, 2020",19,333
Albania,ALB,"Apr 6, 2020",21,361
Albania,ALB,"Apr 7, 2020",22,377
Albania,ALB,"Apr 8, 2020",22,383
Albania,ALB,"Apr 9, 2020",22,400
Albania,ALB,"Apr 10, 2020",23,409
Albania,ALB,"Apr 11, 2020",23,416
Albania,ALB,"Apr 12, 2020",23,433
Albania,ALB,"Apr 13, 2020",23,446
Albania,ALB,"Apr 14, 2020",23,467
Albania,ALB,"Apr 15, 2020",24,475
Albania,ALB,"Apr 16, 2020",25,494
Albania,ALB,"Apr 17, 2020",26,518
Albania,ALB,"Apr 18, 2020",26,539
Albania,ALB,"Apr 19, 2020",26,548
Albania,ALB,"Apr 20, 2020",26,562
Albania,ALB,"Apr 21, 2020",26,584
Albania,ALB,"Apr 22, 2020",26,609
Albania,ALB,"Apr 23, 2020",27,634
Albania,ALB,"Apr 24, 2020",27,663
Albania,ALB,"Apr 25, 2020",27,678
Albania,ALB,"Apr 26, 2020",27,712
Albania,ALB,"Apr 27, 2020",28,726
Albania,ALB,"Apr 28, 2020",28,736
Albania,ALB,"Apr 29, 2020",30,750
Albania,ALB,"Apr 30, 2020",31,766
Albania,ALB,"May 1, 2020",31,773
Albania,ALB,"May 2, 2020",31,782
Albania,ALB,"May 3, 2020",31,789
Albania,ALB,"May 4, 2020",31,795
Albania,ALB,"May 5, 2020",31,803
Albania,ALB,"May 6, 2020",31,820
Albania,ALB,"May 7, 2020",31,832
Albania,ALB,"May 8, 2020",31,842
Albania,ALB,"May 9, 2020",31,850
Albania,ALB,"May 10, 2020",31,856
Albania,ALB,"May 11, 2020",31,868
Albania,ALB,"May 12, 2020",31,872
Albania,ALB,"May 13, 2020",31,876
Albania,ALB,"May 14, 2020",31,880
Albania,ALB,"May 15, 2020",31,898
Albania,ALB,"May 16, 2020",31,916
Albania,ALB,"May 17, 2020",31,933
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",0,1
Algeria,DZA,"Feb 27, 2020",0,1
Algeria,DZA,"Feb 28, 2020",0,1
Algeria,DZA,"Feb 29, 2020",0,1
Algeria,DZA,"Mar 1, 2020",0,3
Algeria,DZA,"Mar 2, 2020",0,3
Algeria,DZA,"Mar 4, 2020",0,5
Algeria,DZA,"Mar 5, 2020",0,12
Algeria,DZA,"Mar 6, 2020",0,17
Algeria,DZA,"Mar 9, 2020",0,20
Algeria,DZA,"Mar 12, 2020",0,20
Algeria,DZA,"Mar 13, 2020",1,25
Algeria,DZA,"Mar 14, 2020",2,26
Algeria,DZA,"Mar 15, 2020",2,37
Algeria,DZA,"Mar 16, 2020",4,48
Algeria,DZA,"Mar 17, 2020",4,58
Algeria,DZA,"Mar 18, 2020",5,60
Algeria,DZA,"Mar 19, 2020",6,72
Algeria,DZA,"Mar 20, 2020",7,90
Algeria,DZA,"Mar 21, 2020",10,102
Algeria,DZA,"Mar 22, 2020",15,139
Algeria,DZA,"Mar 23, 2020",17,201
Algeria,DZA,"Mar 24, 2020",17,230
Algeria,DZA,"Mar 25, 2020",19,264
Algeria,DZA,"Mar 26, 2020",21,302
Algeria,DZA,"Mar 27, 2020",25,367
Algeria,DZA,"Mar 28, 2020",26,409
Algeria,DZA,"Mar 29, 2020",29,454
Algeria,DZA,"Mar 30, 2020",31,511
Algeria,DZA,"Mar 31, 2020",35,584
Algeria,DZA,"Apr 1, 2020",44,716
Algeria,DZA,"Apr 2, 2020",58,847
Algeria,DZA,"Apr 3, 2020",63,986
Algeria,DZA,"Apr 4, 2020",105,1171
Algeria,DZA,"Apr 5, 2020",130,1251
Algeria,DZA,"Apr 6, 2020",152,1320
Algeria,DZA,"Apr 7, 2020",173,1423
Algeria,DZA,"Apr 8, 2020",193,1468
Algeria,DZA,"Apr 9, 2020",205,1572
Algeria,DZA,"Apr 10, 2020",235,1666
Algeria,DZA,"Apr 11, 2020",256,1761
Algeria,DZA,"Apr 12, 2020",275,1825
Algeria,DZA,"Apr 13, 2020",293,1914
Algeria,DZA,"Apr 14, 2020",313,1983
Algeria,DZA,"Apr 15, 2020",325,2070
Algeria,DZA,"Apr 16, 2020",336,2160
Algeria,DZA,"Apr 17, 2020",348,2268
Algeria,DZA,"Apr 18, 2020",364,2418
Algeria,DZA,"Apr 19, 2020",367,2535
Algeria,DZA,"Apr 20, 2020",375,2629
Algeria,DZA,"Apr 21, 2020",384,2718
Algeria,DZA,"Apr 22, 2020",392,2811
Algeria,DZA,"Apr 23, 2020",402,2910
Algeria,DZA,"Apr 24, 2020",407,3007
Algeria,DZA,"Apr 25, 2020",415,3127
Algeria,DZA,"Apr 26, 2020",419,3256
Algeria,DZA,"Apr 27, 2020",425,3382
Algeria,DZA,"Apr 28, 2020",432,3517
Algeria,DZA,"Apr 29, 2020",437,3649
Algeria,DZA,"Apr 30, 2020",444,3848
Algeria,DZA,"May 1, 2020",450,4006
Algeria,DZA,"May 2, 2020",453,4154
Algeria,DZA,"May 3, 2020",459,4295
Algeria,DZA,"May 4, 2020",463,4474
Algeria,DZA,"May 5, 2020",465,4648
Algeria,DZA,"May 6, 2020",470,4838
Algeria,DZA,"May 7, 2020",476,4997
Algeria,DZA,"May 8, 2020",483,5182
Algeria,DZA,"May 9, 2020",488,5369
Algeria,DZA,"May 10, 2020",494,5558
Algeria,DZA,"May 11, 2020",502,5723
Algeria,DZA,"May 12, 2020",507,5891
Algeria,DZA,"May 13, 2020",515,6067
Algeria,DZA,"May 14, 2020",522,6253
Algeria,DZA,"May 15, 2020",529,6442
Algeria,DZA,"May 16, 2020",536,6629
Algeria,DZA,"May 17, 2020",542,6821
Andorra,AND,"Mar 3, 2020",0,1
Andorra,AND,"Mar 14, 2020",0,2
Andorra,AND,"Mar 16, 2020",0,5
Andorra,AND,"Mar 17, 2020",0,14
Andorra,AND,"Mar 18, 2020",0,14
Andorra,AND,"Mar 19, 2020",0,53
Andorra,AND,"Mar 20, 2020",0,75
Andorra,AND,"Mar 21, 2020",0,75
Andorra,AND,"Mar 22, 2020",0,88
Andorra,AND,"Mar 23, 2020",0,113
Andorra,AND,"Mar 24, 2020",0,133
Andorra,AND,"Mar 25, 2020",0,164
Andorra,AND,"Mar 26, 2020",0,188
Andorra,AND,"Mar 27, 2020",3,224
Andorra,AND,"Mar 28, 2020",3,267
Andorra,AND,"Mar 29, 2020",4,308
Andorra,AND,"Mar 30, 2020",6,334
Andorra,AND,"Mar 31, 2020",8,370
Andorra,AND,"Apr 1, 2020",12,376
Andorra,AND,"Apr 2, 2020",14,390
Andorra,AND,"Apr 3, 2020",15,428
Andorra,AND,"Apr 4, 2020",16,439
Andorra,AND,"Apr 5, 2020",17,466
Andorra,AND,"Apr 6, 2020",18,501
Andorra,AND,"Apr 7, 2020",21,526
Andorra,AND,"Apr 8, 2020",22,545
Andorra,AND,"Apr 9, 2020",23,564
Andorra,AND,"Apr 10, 2020",25,583
Andorra,AND,"Apr 11, 2020",26,601
Andorra,AND,"Apr 12, 2020",28,622
Andorra,AND,"Apr 13, 2020",29,638
Andorra,AND,"Apr 14, 2020",29,646
Andorra,AND,"Apr 15, 2020",31,659
Andorra,AND,"Apr 16, 2020",33,673
Andorra,AND,"Apr 17, 2020",33,682
Andorra,AND,"Apr 18, 2020",35,696
Andorra,AND,"Apr 19, 2020",35,704
Andorra,AND,"Apr 20, 2020",36,713
Andorra,AND,"Apr 21, 2020",36,717
Andorra,AND,"Apr 22, 2020",37,717
Andorra,AND,"Apr 23, 2020",37,723
Andorra,AND,"Apr 24, 2020",37,724
Andorra,AND,"Apr 25, 2020",40,731
Andorra,AND,"Apr 26, 2020",40,733
Andorra,AND,"Apr 27, 2020",40,740
Andorra,AND,"Apr 28, 2020",40,743
Andorra,AND,"Apr 29, 2020",41,743
Andorra,AND,"Apr 30, 2020",42,743
Andorra,AND,"May 1, 2020",42,745
Andorra,AND,"May 2, 2020",43,746
Andorra,AND,"May 3, 2020",44,747
Andorra,AND,"May 4, 2020",45,748
Andorra,AND,"May 5, 2020",45,750
Andorra,AND,"May 6, 2020",46,751
Andorra,AND,"May 7, 2020",46,751
Andorra,AND,"May 8, 2020",47,752
Andorra,AND,"May 9, 2020",47,752
Andorra,AND,"May 10, 2020",48,754
Andorra,AND,"May 11, 2020",48,755
Andorra,AND,"May 12, 2020",48,756
Andorra,AND,"May 13, 2020",48,758
Andorra,AND,"May 14, 2020",49,760
Andorra,AND,"May 15, 2020",49,761
Andorra,AND,"May 16, 2020",49,761
Andorra,AND,"May 17, 2020",51,761
Angola,AGO,"Mar 22, 2020",0,2
Angola,AGO,"Mar 23, 2020",0,2
Angola,AGO,"Mar 24, 2020",0,2
Angola,AGO,"Mar 25, 2020",0,2
Angola,AGO,"Mar 26, 2020",0,2
Angola,AGO,"Mar 27, 2020",0,3
Angola,AGO,"Mar 28, 2020",0,4
Angola,AGO,"Mar 29, 2020",0,4
Angola,AGO,"Mar 30, 2020",2,7
Angola,AGO,"Mar 31, 2020",2,7
Angola,AGO,"Apr 1, 2020",2,7
Angola,AGO,"Apr 2, 2020",2,8
Angola,AGO,"Apr 3, 2020",2,8
Angola,AGO,"Apr 4, 2020",2,8
Angola,AGO,"Apr 5, 2020",2,10
Angola,AGO,"Apr 6, 2020",2,14
Angola,AGO,"Apr 7, 2020",2,16
Angola,AGO,"Apr 8, 2020",2,17
Angola,AGO,"Apr 9, 2020",2,19
Angola,AGO,"Apr 10, 2020",2,19
Angola,AGO,"Apr 11, 2020",2,19
Angola,AGO,"Apr 12, 2020",2,19
Angola,AGO,"Apr 13, 2020",2,19
Angola,AGO,"Apr 14, 2020",2,19
Angola,AGO,"Apr 15, 2020",2,19
Angola,AGO,"Apr 16, 2020",2,19
Angola,AGO,"Apr 17, 2020",2,19
Angola,AGO,"Apr 18, 2020",2,19
Angola,AGO,"Apr 19, 2020",2,24
Angola,AGO,"Apr 20, 2020",2,24
Angola,AGO,"Apr 21, 2020",2,24
Angola,AGO,"Apr 22, 2020",2,24
Angola,AGO,"Apr 23, 2020",2,24
Angola,AGO,"Apr 24, 2020",2,25
Angola,AGO,"Apr 25, 2020",2,25
Angola,AGO,"Apr 26, 2020",2,25
Angola,AGO,"Apr 27, 2020",2,26
Angola,AGO,"Apr 28, 2020",2,27
Angola,AGO,"Apr 29, 2020",2,27
Angola,AGO,"Apr 30, 2020",2,27
Angola,AGO,"May 1, 2020",2,27
Angola,AGO,"May 2, 2020",2,29
Angola,AGO,"May 3, 2020",2,35
Angola,AGO,"May 4, 2020",2,35
Angola,AGO,"May 5, 2020",2,35
Angola,AGO,"May 6, 2020",2,36
Angola,AGO,"May 7, 2020",2,36
Angola,AGO,"May 8, 2020",2,36
Angola,AGO,"May 9, 2020",2,43
Angola,AGO,"May 10, 2020",2,43
Angola,AGO,"May 11, 2020",2,45
Angola,AGO,"May 12, 2020",2,45
Angola,AGO,"May 13, 2020",2,45
Angola,AGO,"May 14, 2020",2,45
Angola,AGO,"May 15, 2020",2,48
Angola,AGO,"May 16, 2020",2,48
Angola,AGO,"May 17, 2020",2,48
Anguilla,AIA,"Mar 27, 2020",0,2
Anguilla,AIA,"Mar 28, 2020",0,2
Anguilla,AIA,"Mar 29, 2020",0,2
Anguilla,AIA,"Mar 30, 2020",0,2
Anguilla,AIA,"Mar 31, 2020",0,2
Anguilla,AIA,"Apr 1, 2020",0,2
Anguilla,AIA,"Apr 2, 2020",0,2
Anguilla,AIA,"Apr 3, 2020",0,3
Anguilla,AIA,"Apr 4, 2020",0,3
